n,left_offset,right_offset
4294883724,11,179
4294883725,4,47
4294883726,1,59
4294883727,50,35
4294883728,33,39
4294883729,70,1
4294883730,97,37
4294883731,22,17
4294883732,15,23
4294883733,50,17
4294883734,3,99
4294883735,48,61
4294883736,101,1
4294883737,34,35
4294883738,19,77
4294883739,26,23
4294883740,31,9
4294883741,18,7
4294883742,25,55
4294883743,70,57
4294883744,25,37
4294883745,46,83
4294883746,133,5
4294883747,72,101
4294883748,143,59
4294883749,90,33
4294883750,97,29
4294883751,56,5
4294883752,15,83
4294883753,22,11
4294883754,31,13
4294883755,18,17
4294883756,15,95
4294883757,4,67
4294883758,27,21
4294883759,16,37
4294883760,11,43
4294883761,16,5
4294883762,45,71
4294883763,2,35
4294883764,27,3
4294883765,52,91
4294883766,41,11
4294883767,130,225
4294883768,9,1
4294883769,8,17
4294883770,7,33
4294883771,22,17
4294883772,23,17
4294883773,12,15
4294883774,121,29
4294883775,32,23
4294883776,15,35
4294883777,78,25
4294883778,83,7
4294883779,58,119
4294883780,63,13
4294883781,50,11
4294883782,57,173
4294883783,84,37
4294883784,7,7
4294883785,22,39
4294883786,13,19
4294883787,2,37
4294883788,7,51
4294883789,66,13
4294883790,1,23
4294883791,6,9
4294883792,25,13
4294883793,2,41
4294883794,7,11
4294883795,12,1
4294883796,13,29
4294883797,24,3
4294883798,13,67
4294883799,52,103
4294883800,27,177
4294883801,16,25
4294883802,7,25
4294883803,30,17
4294883804,85,23
4294883805,104,13
4294883806,7,69
4294883807,22,41
4294883808,13,41
4294883809,12,3
4294883810,1,67
4294883811,68,35
4294883812,55,107
4294883813,42,97
4294883814,7,73
4294883815,22,87
4294883816,31,11
4294883817,22,137
4294883818,33,15
4294883819,46,131
4294883820,31,17
4294883821,6,65
4294883822,9,55
4294883823,68,47
4294883824,171,3
4294883825,88,49
4294883826,43,79
4294883827,34,41
4294883828,15,31
4294883829,46,1
4294883830,7,9
4294883831,16,25
4294883832,25,107
4294883833,28,65
4294883834,85,7
4294883835,4,47
4294883836,67,17
4294883837,42,47
4294883838,29,71
4294883839,36,3
4294883840,37,61
4294883841,46,47
4294883842,7,75
4294883843,70,127
4294883844,67,41
4294883845,52,59
4294883846,15,149
4294883847,22,77
4294883848,127,69
4294883849,28,11
4294883850,11,73
4294883851,46,51
4294883852,9,1
4294883853,14,101
4294883854,153,3
4294883855,46,1
4294883856,37,17
4294883857,82,3
4294883858,45,47
4294883859,38,19
4294883860,49,3
4294883861,106,5
4294883862,35,103
4294883863,90,11
4294883864,37,59
4294883865,52,131
4294883866,15,99
4294883867,18,1
4294883868,5,35
4294883869,18,3
4294883870,13,37
4294883871,86,1
4294883872,19,93
4294883873,22,31
4294883874,31,1
4294883875,18,41
4294883876,63,41
4294883877,44,23
4294883878,19,21
4294883879,12,97
4294883880,143,43
4294883881,28,35
4294883882,85,55
4294883883,74,11
4294883884,7,23
4294883885,36,11
4294883886,25,55
4294883887,228,23
4294883888,63,11
4294883889,22,13
4294883890,13,153
4294883891,16,17
4294883892,53,101
4294883893,58,195
4294883894,45,19
4294883895,88,149
4294883896,55,9
4294883897,10,91
4294883898,83,31
4294883899,58,11
4294883900,9,1
4294883901,32,29
4294883902,3,17
4294883903,12,7
4294883904,73,53
4294883905,118,3
4294883906,21,7
4294883907,14,17
4294883908,55,45
4294883909,28,43
4294883910,41,121
4294883911,6,39
4294883912,25,5
4294883913,44,7
4294883914,33,17
4294883915,78,17
4294883916,5,1
4294883917,42,35
4294883918,9,1
4294883919,20,13
4294883920,33,3
4294883921,120,17
4294883922,25,1
4294883923,10,45
4294883924,33,7
4294883925,4,11
4294883926,21,81
4294883927,4,83
4294883928,25,1
4294883929,66,69
4294883930,109,11
4294883931,88,7
4294883932,79,15
4294883933,30,17
4294883934,13,31
4294883935,12,33
4294883936,85,25
4294883937,10,37
4294883938,207,5
4294883939,36,83
4294883940,31,31
4294883941,12,51
4294883942,39,53
4294883943,94,155
4294883944,7,9
4294883945,34,47
4294883946,31,1
4294883947,24,17
4294883948,15,25
4294883949,22,1
4294883950,79,81
4294883951,46,31
4294883952,103,5
4294883953,172,35
4294883954,67,11
4294883955,4,53
4294883956,73,15
4294883957,30,41
4294883958,23,7
4294883959,28,63
4294883960,73,29
4294883961,116,41
4294883962,9,11
4294883963,4,71
4294883964,37,1
4294883965,28,129
4294883966,97,91
4294883967,58,53
4294883968,45,35
4294883969,16,31
4294883970,7,17
4294883971,10,17
4294883972,7,43
4294883973,14,11
4294883974,21,59
4294883975,6,73
4294883976,23,29
4294883977,100,3
4294883978,13,157
4294883979,28,11
4294883980,37,83
4294883981,58,31
4294883982,73,17
4294883983,22,11
4294883984,7,1
4294883985,4,47
4294883986,85,17
4294883987,12,5
4294883988,7,29
4294883989,112,53
4294883990,1,49
4294883991,26,17
4294883992,19,3
4294883993,112,41
4294883994,7,49
4294883995,6,11
4294883996,3,5
4294883997,50,23
4294883998,33,11
4294883999,6,37
4294884000,1,13
4294884001,58,17
4294884002,39,13
4294884003,8,11
4294884004,91,9
4294884005,54,13
4294884006,1,11
4294884007,24,15
4294884008,19,17
4294884009,86,19
4294884010,27,137
4294884011,12,31
4294884012,19,55
4294884013,58,41
4294884014,117,13
4294884015,46,11
4294884016,43,5
4294884017,4,23
4294884018,37,127
4294884019,10,11
4294884020,13,71
4294884021,16,25
4294884022,67,23
4294884023,172,71
4294884024,67,41
4294884025,48,83
4294884026,85,107
4294884027,2,1
4294884028,57,99
4294884029,118,103
4294884030,7,47
4294884031,136,47
4294884032,7,1
4294884033,28,19
4294884034,67,27
4294884035,4,37
4294884036,1,25
4294884037,42,21
4294884038,15,409
4294884039,56,29
4294884040,7,3
4294884041,36,17
4294884042,17,65
4294884043,22,89
4294884044,7,41
4294884045,34,101
4294884046,57,21
4294884047,28,1
4294884048,5,41
4294884049,18,9
4294884050,33,37
4294884051,2,5
4294884052,3,41
4294884053,28,65
4294884054,85,61
4294884055,46,101
4294884056,25,49
4294884057,58,7
4294884058,163,41
4294884059,10,83
4294884060,11,37
4294884061,36,47
4294884062,55,95
4294884063,52,25
4294884064,27,21
4294884065,58,41
4294884066,13,101
4294884067,70,275
4294884068,39,11
4294884069,10,73
4294884070,81,17
4294884071,28,35
4294884072,17,1
4294884073,42,35
4294884074,105,17
4294884075,2,79
4294884076,45,101
4294884077,102,7
4294884078,25,17
4294884079,6,11
4294884080,7,19
4294884081,158,11
4294884082,15,23
4294884083,72,127
4294884084,65,79
4294884085,88,33
4294884086,13,7
4294884087,8,7
4294884088,15,35
4294884089,52,89
4294884090,47,37
4294884091,40,69
4294884092,19,25
4294884093,34,29
4294884094,67,129
4294884095,4,1
4294884096,47,19
4294884097,22,57
4294884098,93,31
4294884099,28,17
4294884100,27,63
4294884101,60,67
4294884102,23,17
4294884103,10,65
4294884104,1,41
4294884105,32,83
4294884106,37,81
4294884107,4,31
4294884108,125,7
4294884109,22,51
4294884110,123,17
4294884111,38,247
4294884112,33,3
4294884113,100,49
4294884114,1,7
4294884115,4,9
4294884116,1,55
4294884117,40,23
4294884118,99,45
4294884119,66,91
4294884120,11,7
4294884121,52,15
4294884122,25,17
4294884123,28,35
4294884124,73,27
4294884125,24,41
4294884126,17,1
4294884127,58,3
4294884128,3,1
4294884129,28,73
4294884130,43,21
4294884131,18,79
4294884132,5,1
4294884133,4,101
4294884134,133,7
4294884135,16,29
4294884136,27,27
4294884137,124,65
4294884138,37,17
4294884139,10,141
4294884140,9,59
4294884141,92,47
4294884142,13,17
4294884143,28,5
4294884144,5,83
4294884145,54,3
4294884146,31,17
4294884147,10,77
4294884148,7,45
4294884149,18,77
4294884150,67,59
4294884151,60,21
4294884152,3,101
4294884153,100,59
4294884154,3,63
4294884155,124,19
4294884156,53,1
4294884157,18,5
4294884158,43,25
4294884159,22,59
4294884160,3,23
4294884161,376,31
4294884162,7,157
4294884163,4,27
4294884164,7,157
4294884165,8,1
4294884166,213,171
4294884167,142,17
4294884168,23,205
4294884169,58,69
4294884170,57,11
4294884171,10,97
4294884172,139,57
4294884173,70,107
4294884174,25,17
4294884175,46,81
4294884176,25,5
4294884177,14,41
4294884178,3,11
4294884179,36,13
4294884180,19,47
4294884181,12,75
4294884182,7,1
4294884183,70,17
4294884184,25,53
4294884185,52,133
4294884186,23,151
4294884187,18,3
4294884188,19,1
4294884189,8,77
4294884190,111,83
4294884191,90,7
4294884192,13,53
4294884193,12,39
4294884194,3,83
4294884195,32,61
4294884196,3,59
4294884197,4,67
4294884198,73,31
4294884199,112,39
4294884200,13,17
4294884201,88,5
4294884202,69,111
4294884203,10,17
4294884204,61,23
4294884205,4,3
4294884206,115,95
4294884207,32,7
4294884208,9,17
4294884209,10,19
4294884210,23,13
4294884211,72,39
4294884212,39,7
4294884213,80,77
4294884214,93,167
4294884215,24,127
4294884216,13,115
4294884217,22,41
4294884218,9,95
4294884219,70,113
4294884220,3,69
4294884221,6,11
4294884222,17,11
4294884223,22,9
4294884224,57,1
4294884225,22,13
4294884226,51,99
4294884227,88,37
4294884228,19,151
4294884229,108,29
4294884230,27,43
4294884231,28,79
4294884232,13,11
4294884233,48,25
4294884234,7,61
4294884235,18,77
4294884236,31,11
4294884237,20,143
4294884238,49,27
4294884239,18,13
4294884240,79,13
4294884241,42,59
4294884242,27,37
4294884243,8,41
4294884244,87,3
4294884245,72,23
4294884246,25,47
4294884247,60,33
4294884248,7,19
4294884249,2,29
4294884250,9,41
4294884251,6,41
4294884252,29,25
4294884253,40,135
4294884254,85,101
4294884255,148,77
4294884256,27,51
4294884257,88,73
4294884258,25,1
4294884259,100,17
4294884260,91,11
4294884261,10,7
4294884262,25,27
4294884263,30,1
4294884264,47,89
4294884265,124,3
4294884266,15,1
4294884267,32,13
4294884268,9,69
4294884269,16,49
4294884270,13,43
4294884271,16,47
4294884272,19,17
4294884273,190,1
4294884274,63,47
4294884275,36,89
4294884276,83,5
4294884277,60,63
4294884278,19,71
4294884279,2,47
4294884280,133,29
4294884281,6,25
4294884282,53,17
4294884283,48,9
4294884284,207,29
4294884285,178,73
4294884286,87,27
4294884287,18,17
4294884288,19,19
4294884289,118,17
4294884290,51,17
4294884291,16,11
4294884292,33,41
4294884293,52,59
4294884294,11,31
4294884295,46,17
4294884296,3,25
4294884297,50,13
4294884298,33,101
4294884299,12,41
4294884300,151,53
4294884301,52,27
4294884302,7,13
4294884303,44,55
4294884304,13,9
4294884305,184,29
4294884306,1,17
4294884307,72,15
4294884308,7,25
4294884309,16,49
4294884310,93,3
4294884311,6,19
4294884312,7,7
4294884313,28,15
4294884314,31,59
4294884315,2,127
4294884316,25,59
4294884317,34,73
4294884318,13,115
4294884319,36,39
4294884320,1,137
4294884321,38,31
4294884322,3,3
4294884323,12,37
4294884324,35,71
4294884325,78,27
4294884326,57,25
4294884327,8,43
4294884328,15,11
4294884329,22,101
4294884330,7,149
4294884331,60,45
4294884332,67,91
4294884333,92,31
4294884334,3,159
4294884335,6,23
4294884336,7,11
4294884337,124,63
4294884338,105,161
4294884339,116,13
4294884340,13,137
4294884341,40,5
4294884342,23,1
4294884343,22,15
4294884344,61,17
4294884345,214,61
4294884346,1,5
4294884347,70,37
4294884348,29,55
4294884349,36,39
4294884350,3,11
4294884351,8,67
4294884352,87,15
4294884353,60,61
4294884354,11,13
4294884355,22,41
4294884356,25,151
4294884357,22,67
4294884358,7,47
4294884359,88,19
4294884360,43,11
4294884361,16,39
4294884362,7,13
4294884363,34,37
4294884364,7,69
4294884365,12,13
4294884366,67,119
4294884367,52,3
4294884368,13,55
4294884369,38,47
4294884370,9,3
4294884371,58,41
4294884372,173,101
4294884373,24,47
4294884374,37,17
4294884375,34,29
4294884376,61,45
4294884377,22,23
4294884378,59,157
4294884379,12,39
4294884380,73,17
4294884381,38,67
4294884382,117,11
4294884383,72,1
4294884384,1,1
4294884385,96,53
4294884386,15,77
4294884387,4,31
4294884388,25,39
4294884389,112,29
4294884390,43,137
4294884391,12,71
4294884392,67,17
4294884393,142,7
4294884394,57,33
4294884395,52,61
4294884396,23,25
4294884397,24,81
4294884398,39,97
4294884399,16,41
4294884400,33,41
4294884401,72,1
4294884402,7,77
4294884403,22,9
4294884404,21,29
4294884405,32,13
4294884406,1,101
4294884407,4,157
4294884408,25,41
4294884409,6,11
4294884410,37,13
4294884411,10,107
4294884412,25,11
4294884413,22,29
4294884414,43,17
4294884415,6,101
4294884416,81,77
4294884417,128,13
4294884418,9,5
4294884419,12,23
4294884420,59,7
4294884421,6,41
4294884422,25,17
4294884423,80,55
4294884424,91,9
4294884425,4,59
4294884426,11,97
4294884427,130,17
4294884428,19,107
4294884429,8,83
4294884430,63,39
4294884431,6,11
4294884432,7,47
4294884433,12,69
4294884434,1,43
4294884435,28,61
4294884436,15,57
4294884437,4,67
4294884438,55,11
4294884439,102,39
4294884440,39,1
4294884441,80,29
4294884442,55,11
4294884443,18,41
4294884444,35,53
4294884445,6,57
4294884446,75,1
4294884447,8,41
4294884448,93,15
4294884449,16,41
4294884450,11,47
4294884451,58,41
4294884452,27,137
4294884453,38,31
4294884454,33,59
4294884455,54,23
4294884456,55,97
4294884457,24,15
4294884458,109,67
4294884459,28,29
4294884460,37,57
4294884461,40,5
4294884462,7,41
4294884463,102,95
4294884464,3,83
4294884465,184,23
4294884466,51,45
4294884467,28,11
4294884468,79,89
4294884469,106,29
4294884470,1,79
4294884471,8,11
4294884472,7,27
4294884473,54,17
4294884474,37,1
4294884475,58,41
4294884476,117,41
4294884477,8,5
4294884478,69,105
4294884479,10,31
4294884480,1,7
4294884481,18,11
4294884482,3,1
4294884483,4,7
4294884484,7,81
4294884485,4,43
4294884486,1,65
4294884487,12,15
4294884488,3,109
4294884489,82,43
4294884490,93,17
4294884491,58,91
4294884492,17,53
4294884493,262,51
4294884494,25,23
4294884495,32,23
4294884496,1,45
4294884497,24,11
4294884498,7,95
4294884499,30,291
4294884500,1,41
4294884501,16,41
4294884502,19,33
4294884503,54,25
4294884504,23,1
4294884505,112,27
4294884506,157,7
4294884507,58,25
4294884508,13,29
4294884509,28,41
4294884510,47,163
4294884511,28,167
4294884512,9,61
4294884513,14,77
4294884514,37,33
4294884515,96,67
4294884516,35,215
4294884517,120,71
4294884518,7,71
4294884519,50,17
4294884520,7,39
4294884521,90,47
4294884522,47,71
4294884523,18,11
4294884524,51,31
4294884525,32,29
4294884526,55,101
4294884527,4,13
4294884528,29,35
4294884529,6,17
4294884530,81,31
4294884531,16,11
4294884532,25,21
4294884533,18,101
4294884534,37,1
4294884535,84,3
4294884536,51,31
4294884537,4,11
4294884538,13,81
4294884539,12,13
4294884540,29,7
4294884541,28,77
4294884542,43,17
4294884543,4,59
4294884544,51,51
4294884545,88,31
4294884546,77,11
4294884547,28,41
4294884548,49,125
4294884549,20,31
4294884550,19,3
4294884551,18,47
4294884552,67,13
4294884553,30,29
4294884554,165,53
4294884555,28,67
4294884556,15,9
4294884557,70,31
4294884558,5,41
4294884559,78,17
4294884560,9,91
4294884561,32,59
4294884562,9,21
4294884563,72,101
4294884564,1,37
4294884565,16,9
4294884566,27,79
4294884567,158,37
4294884568,33,77
4294884569,76,61
4294884570,1,37
4294884571,6,21
4294884572,25,31
4294884573,74,25
4294884574,21,87
4294884575,48,7
4294884576,35,31
4294884577,58,17
4294884578,33,77
4294884579,40,1
4294884580,33,53
4294884581,30,11
4294884582,85,7
4294884583,18,21
4294884584,7,7
4294884585,14,7
4294884586,43,29
4294884587,24,41
4294884588,49,79
4294884589,22,33
4294884590,63,11
4294884591,52,41
4294884592,15,51
4294884593,18,41
4294884594,127,19
4294884595,42,29
4294884596,103,11
4294884597,58,55
4294884598,43,59
4294884599,76,37
4294884600,59,59
4294884601,22,59
4294884602,15,25
4294884603,2,65
4294884604,37,117
4294884605,4,31
4294884606,35,77
4294884607,64,41
4294884608,19,79
4294884609,136,29
4294884610,9,33
4294884611,6,7
4294884612,13,17
4294884613,72,65
4294884614,21,17
4294884615,8,1
4294884616,3,17
4294884617,18,41
4294884618,65,35
4294884619,66,9
4294884620,21,53
4294884621,100,61
4294884622,43,45
4294884623,88,71
4294884624,5,11
4294884625,76,99
4294884626,27,47
4294884627,70,67
4294884628,115,29
4294884629,16,11
4294884630,1,11
4294884631,42,9
4294884632,27,11
4294884633,14,157
4294884634,27,81
4294884635,114,19
4294884636,47,59
4294884637,24,57
4294884638,39,7
4294884639,22,67
4294884640,13,23
4294884641,12,127
4294884642,29,41
4294884643,54,9
4294884644,15,53
4294884645,2,11
4294884646,25,119
4294884647,10,23
4294884648,67,17
4294884649,10,17
4294884650,73,13
4294884651,16,7
4294884652,85,63
4294884653,4,11
4294884654,31,119
4294884655,6,23
4294884656,45,157
4294884657,10,25
4294884658,3,11
4294884659,102,101
4294884660,1,43
4294884661,16,45
4294884662,25,11
4294884663,142,1
4294884664,87,17
4294884665,12,1
4294884666,25,5
4294884667,34,53
4294884668,25,7
4294884669,26,1
4294884670,1,81
4294884671,6,29
4294884672,47,1
4294884673,72,41
4294884674,31,41
4294884675,8,19
4294884676,55,107
4294884677,22,107
4294884678,23,25
4294884679,96,3
4294884680,19,77
4294884681,20,19
4294884682,97,21
4294884683,12,91
4294884684,35,43
4294884685,58,47
4294884686,1,151
4294884687,64,17
4294884688,45,41
4294884689,22,41
4294884690,23,7
4294884691,36,59
4294884692,135,47
4294884693,8,59
4294884694,7,41
4294884695,6,29
4294884696,25,139
4294884697,4,41
4294884698,87,37
4294884699,16,17
4294884700,7,51
4294884701,246,55
4294884702,25,35
4294884703,30,41
4294884704,1,67
4294884705,2,17
4294884706,3,39
4294884707,40,35
4294884708,19,49
4294884709,10,83
4294884710,73,19
4294884711,16,25
4294884712,73,15
4294884713,78,157
4294884714,185,101
4294884715,4,17
4294884716,73,11
4294884717,32,7
4294884718,27,99
4294884719,186,11
4294884720,13,103
4294884721,28,165
4294884722,27,13
4294884723,20,55
4294884724,1,81
4294884725,34,31
4294884726,23,71
4294884727,72,3
4294884728,33,37
4294884729,56,143
4294884730,21,111
4294884731,18,59
4294884732,25,11
4294884733,24,71
4294884734,51,1
4294884735,28,13
4294884736,63,21
4294884737,28,25
4294884738,53,95
4294884739,6,177
4294884740,67,41
4294884741,46,41
4294884742,109,23
4294884743,18,5
4294884744,253,19
4294884745,162,143
4294884746,63,41
4294884747,22,25
4294884748,27,9
4294884749,60,79
4294884750,23,11
4294884751,66,15
4294884752,45,5
4294884753,22,67
4294884754,25,41
4294884755,78,19
4294884756,17,157
4294884757,4,23
4294884758,39,5
4294884759,38,7
4294884760,57,29
4294884761,58,19
4294884762,125,55
4294884763,4,45
4294884764,13,53
4294884765,2,31
4294884766,7,35
4294884767,34,17
4294884768,17,41
4294884769,12,27
4294884770,49,23
4294884771,26,25
4294884772,45,17
4294884773,150,37
4294884774,13,7
4294884775,112,41
4294884776,15,47
4294884777,14,31
4294884778,19,9
4294884779,16,7
4294884780,1,13
4294884781,100,119
4294884782,15,13
4294884783,34,37
4294884784,3,93
4294884785,48,37
4294884786,7,5
4294884787,60,21
4294884788,27,25
4294884789,38,17
4294884790,9,29
4294884791,16,109
4294884792,7,61
4294884793,90,15
4294884794,43,41
4294884795,4,29
4294884796,33,29
4294884797,148,61
4294884798,17,55
4294884799,22,47
4294884800,1,7
4294884801,76,17
4294884802,49,87
4294884803,10,5
4294884804,1,37
4294884805,12,3
4294884806,15,79
4294884807,64,1
4294884808,43,65
4294884809,6,7
4294884810,29,47
4294884811,6,9
4294884812,45,43
4294884813,40,5
4294884814,3,29
4294884815,4,73
4294884816,35,79
4294884817,30,95
4294884818,45,37
4294884819,16,7
4294884820,43,11
4294884821,18,35
4294884822,17,13
4294884823,4,165
4294884824,15,19
4294884825,58,43
4294884826,7,87
4294884827,4,23
4294884828,43,1
4294884829,156,9
4294884830,43,13
4294884831,40,25
4294884832,43,27
4294884833,18,85
4294884834,11,89
4294884835,18,71
4294884836,73,125
4294884837,22,11
4294884838,9,101
4294884839,132,101
4294884840,133,17
4294884841,6,59
4294884842,57,5
4294884843,32,97
4294884844,1,3
4294884845,4,43
4294884846,17,19
