first_N,last_N,original_minimum12,independent_minimum12
2308908,2310955,204303882164,205307145101
2310956,2313003,204474107748,205495071638
2313004,2315051,204644156005,205682780176
2315052,2317099,204813996130,205870240111
2317100,2319147,204983626861,206057450333
2319148,2321195,205153081331,206244443983
2321196,2323243,205322328879,206431190607
2323244,2325291,205491368245,206617689094
2325292,2327339,205660232407,206803972423
2327340,2329387,205828890847,206990010288
2329388,2331435,205997342308,207175801579
2331436,2333483,206165619611,207361379114
2333484,2335531,206333692384,207546712734
2335532,2337579,206501559369,207731801327
2337580,2339627,206669253236,207916677554
2339628,2341675,206836743755,208101311400
2341676,2343723,207004029667,208285701755
2343724,2345771,207171143492,208469881120
2345772,2347819,207338055141,208653819625
2347820,2349867,207504763356,208837516160
2349868,2351915,207671300506,209021003070
2351916,2353963,207837636641,209204250627
2353964,2356011,208003770507,209387257722
2356012,2358059,208169734320,209570056545
2358060,2360107,208335498273,209752617508
2360108,2362155,208501061109,209934939505
2362156,2364203,208666454899,210117054569
2364204,2366251,208831649971,210298933254
2366252,2368299,208996645072,210480574455
2368300,2370347,209161472123,210662010051
2370348,2372395,209326101591,210843210736
2372396,2374443,209490532224,211024175406
2374444,2376491,209654795795,211204935787
2376492,2378539,209818862910,211385462713
2378540,2380587,209982732314,211565755079
2380588,2382635,210146435639,211745844461
2382636,2384683,210309943624,211925701831
2384684,2386731,210473255015,212105326084
2386732,2388779,210636401300,212284748646
2388780,2390827,210799353352,212463940626
2390828,2392875,210962109920,212642900919
2392876,2394923,211124702346,212821660803
2394924,2396971,211287101638,213000191524
2396972,2399019,211449306546,213178491976
2399020,2401067,211611348268,213356593289
2401068,2403115,211773197948,213534466843
2403116,2405163,211934854333,213712111535
2405164,2407211,212096348483,213889558348
2407212,2409259,212257651672,214066778795
2409260,2411307,212418762648,214243771774
2411308,2413355,212579712332,214420568122
2413356,2415403,212740472126,214597139486
2415404,2417451,212901040783,214773484763
2417452,2419499,213061449080,214949634646
2419500,2421547,213221668554,215125560915
2421548,2423595,213381697954,215301262468
2423596,2425643,213541567923,215476769853
2425644,2427691,213701250123,215652054982
2427692,2429739,213860743307,215827116753
2429740,2431787,214020077979,216001985572
2431788,2433835,214179225931,216176633480
2433836,2435883,214338185915,216351059379
2435884,2437931,214496988299,216525293530
2437932,2439979,214655605002,216699308105
2439980,2442027,214814034778,216873102006
2442028,2444075,214972307859,217046705354
2444076,2446123,215130396290,217220090450
2446124,2448171,215288298827,217393256196
2448172,2450219,215446045567,217566232573
2450220,2452267,215603608680,217738992010
2452268,2454315,215760986923,217911533410
2454316,2456363,215918210259,218083886616
2456364,2458411,216075250985,218256024183
2458412,2460459,216232107857,218427945015
2460460,2462507,216388810705,218599678817
2462508,2464555,216545331951,218771198270
2464556,2466603,216701670351,218942502278
2466604,2468651,216857855604,219113620411
2468652,2470699,217013860254,219284525474
2470700,2472747,217169683060,219455216372
2472748,2474795,217325353588,219625722540
2474796,2476843,217480844505,219796016906
2476844,2478891,217636154571,219966098377
2478892,2480939,217791313223,220135996251
2480940,2482987,217946293247,220305683582
2482988,2485035,218101093406,220475159277
2485036,2487083,218255743006,220644452500
2487084,2489131,218410214956,220813536426
2489132,2491179,218564508018,220982409965
2491180,2493227,218718651357,221151102148
2493228,2495275,218872617984,221319586271
2495276,2497323,219026406693,221487861245
2497324,2499371,219180046536,221655955967
2499372,2501419,219333510660,221823843858
2501420,2503467,219486797829,221991523826
2503468,2505515,219639936968,222159024640
2505516,2507563,219792901343,222326319838
2507564,2509611,219945689719,222493408331
2509612,2511659,220098330895,222660318757
2511660,2513707,220250798253,222827024774
2513708,2515755,220403090560,222993525294
2515756,2517803,220555236491,223159848825
2517804,2519851,220707209544,223325969142
2519852,2521899,220859008488,223491885161
2521900,2523947,221010661872,223657625259
2523948,2525995,221162143311,223823163331
2525996,2528043,221313451575,223988498291
2528044,2530091,221464615089,224153658391
2530092,2532139,221615607585,224318617642
2532140,2534187,221766427832,224483374959
2534188,2536235,221917104135,224647958467
2536236,2538283,222067610337,224812342293
2538284,2540331,222217945210,224976525354
2540332,2542379,222368136938,225140535649
2542380,2544427,222518159477,225304347418
2544428,2546475,222668011600,225467959582
2546476,2548523,222817721369,225631400013
2548524,2550571,222967262855,225794643067
2550572,2552619,223116634831,225957687665
2552620,2554667,223265865239,226120561555
2554668,2556715,223414928262,226283239208
2556716,2558763,223563822675,226445719543
2558764,2560811,223712576300,226608030189
2560812,2562859,223861163431,226770145726
2562860,2564907,224009582844,226932065077
2564908,2566955,224157862244,227093815746
2566956,2569003,224305976035,227255372428
2569004,2571051,224453922993,227416734046
2571052,2573099,224601730707,227577927981
2573100,2575147,224749373690,227738929040
2575148,2577195,224896850720,227899736148
2577196,2579243,225044189268,228060376565
2579244,2581291,225191363956,228220825209
2581292,2583339,225338373565,228381081005
2583340,2585387,225485245448,228541171094
2585388,2587435,225631954336,228701070504
2587436,2589483,225778499012,228860778160
2589484,2591531,225924906712,229020321085
2591532,2593579,226071152276,229179674415
2593580,2595627,226217234488,229338837079
2595628,2597675,226363180469,229497835978
2597676,2599723,226508965167,229656646360
2599724,2601771,226654587366,229815267151
2601772,2603819,226800074075,229973725139
2603820,2605867,226945400347,230131995676
2605868,2607915,227090564966,230290077692
2607916,2609963,227235594830,230447997856
2609964,2612011,227380465096,230605731628
2612012,2614059,227525174551,230763277940
2614060,2616107,227669749979,230920663344
2616108,2618155,227814166643,231077863407
2618156,2620203,227958423331,231234877062
2620204,2622251,228102546715,231391730745
2622252,2624299,228246512164,231548400130
2624300,2626347,228390318464,231704884150
2626348,2628395,228533992179,231861209128
2628396,2630443,228677508779,232017350841
2630444,2632491,228820867054,232173308224
2632492,2634539,228964093456,232329107487
2634540,2636587,229107163558,232484724511
2636588,2638635,229250076153,232640158233
2638636,2640683,229392857581,232795434749
2640684,2642731,229535483520,232950530044
2642732,2644779,229677952762,233105443055
2644780,2646827,229820291539,233260199767
2646828,2648875,229962475630,233414776268
2648876,2650923,230104503829,233569171497
2650924,2652971,230246402261,233723411326
2652972,2655019,230388146804,233877471946
2655020,2657067,230529736254,234031352297
2657068,2659115,230671196628,234185078140
2659116,2661163,230812503906,234338625769
2661164,2663211,230953656884,234491994124
2663212,2665259,231094681474,234645208857
2665260,2667307,231235553752,234798246361
2667308,2669355,231376272519,234951105579
2669356,2671403,231516863578,235103812054
2671404,2673451,231657303108,235256342278
2673452,2675499,231797589907,235408695197
2675500,2677547,231937749676,235560896243
2677548,2679595,232077758689,235712922010
2679596,2681643,232217615749,235864771443
2681644,2683691,232357346449,236016469868
2683692,2685739,232496927164,236167993978
2685740,2687787,232636356696,236319342719
2687788,2689835,232775660535,236470541310
2689836,2691883,232914815153,236621566541
2691884,2693931,233053819353,236772417361
2693932,2695979,233192698521,236923118881
2695980,2698027,233331429227,237073647991
2698028,2700075,233470010275,237224003639
2700076,2702123,233608466949,237374210832
2702124,2704171,233746775912,237524246555
2704172,2706219,233884935972,237674109760
2706220,2708267,234022972310,237823825347
2708268,2710315,234160861686,237973370398
2710316,2712363,234298602907,238122743867
2712364,2714411,234436221054,238271970549
2714412,2716459,234573692981,238421027622
2716460,2718507,234711017496,238569914040
2718508,2720555,234848219581,238718654497
2720556,2722603,234985276182,238867226264
2722604,2724651,235122186110,239015628299
2724652,2726699,235258974246,239163885189
2726700,2728747,235395617630,239311974303
2728748,2730795,235532115075,239459894599
2730796,2732843,235668491360,239607670562
2732844,2734891,235804723620,239755279654
2734892,2736939,235940810669,239902720836
2736940,2738987,236076777188,240050018490
2738988,2741035,236212600403,240197150173
2741036,2743083,236348279130,240344114845
2743084,2745131,236483837951,240490936789
2745132,2747179,236619254184,240637593655
2747180,2749227,236754526648,240784084403
2749228,2751275,236889679826,240930433216
2751276,2753323,237024691127,241076617835
2753324,2755371,237159559372,241222637224
2755372,2757419,237294308946,241368515465
2757420,2759467,237428917351,241514230392
2759468,2761515,237563383406,241659780968
2761516,2763563,237697731402,241805191177
2763564,2765611,237831938931,241950438943
2765612,2767659,237966004812,242095523233
2767660,2769707,238099953242,242240467931
2769708,2771755,238233761899,242385251051
2771756,2773803,238367429609,242529871562
2773804,2775851,238500980469,242674353250
2775852,2777899,238634392248,242818674219
2777900,2779947,238767663773,242962833440
2779948,2781995,238900819046,243106854601
2781996,2784043,239033835926,243250715896
2784044,2786091,239166713240,243394416297
2786092,2788139,239299474896,243537979394
2788140,2790187,239432098840,243681383472
2790188,2792235,239564583903,243824627504
2792236,2794283,239696953897,243967734983
2794284,2796331,239829186857,244110684284
2796332,2798379,239961281614,244253474379
2798380,2800427,240093261888,244396128669
2800428,2802475,244535788785,244538625613
2802476,2804523,244664601839,244680964187
2804524,2806571,244793305213,244823167695
2806572,2808619,244921877391,244965214686
2808620,2810667,245050317287,245107104136
2810668,2812715,245178648050,245248859254
2812716,2814763,245306848252,245390458676
2814764,2816811,245434916805,245531901380
2816812,2818859,245562876770,245673210481
2818860,2820907,245690706802,245814364702
2820908,2822955,245818405816,245955363022
2822956,2825003,245945996782,246096228462
2825004,2827051,246073458441,246236939831
2827052,2829099,246200789706,246377496110
2829100,2831147,246328013462,246517920228
2831148,2833195,246455108529,246658191078
2833196,2835243,246582073826,246798307643
2835244,2837291,246708932146,246938292760
2837292,2839339,246835662394,247078125406
2839340,2841387,246962263489,247217804566
2841388,2843435,247088758136,247357352984
2843436,2845483,247215125324,247496749725
2845484,2847531,247341363972,247635993772
2847532,2849579,247467496699,247775107780
2849580,2851627,247593502574,247914070895
2851628,2853675,247719380518,248052882105
2853676,2855723,247845153064,248191563973
2855724,2857771,247970799361,248330095728
2857772,2859819,248096318333,248468476359
2859820,2861867,248221732426,248606728339
2861868,2863915,248347020870,248744830982
2863916,2865963,248472182590,248882783276
2865964,2868011,248597239946,249020607145
2868012,2870059,248722172249,249158281727
2870060,2872107,248846978426,249295806729
2872108,2874155,248971680749,249433204448
2874156,2876203,249096258612,249570454360
2876204,2878251,249220710942,249707555458
2878252,2880299,249345059927,249844529950
2880300,2882347,249469285040,249981357393
2882348,2884395,249593385209,250118036782
2884396,2886443,249717382538,250254590236
2886444,2888491,249841256578,250390997393
2888492,2890539,249965006260,250527257251
2890540,2892587,250088653603,250663391842
2892588,2894635,250212178239,250799380883
2894636,2896683,250335579097,250935223373
2896684,2898731,250458878115,251070941257
2898732,2900779,250582055001,251206514335
2900780,2902827,250705108688,251341941605
2902828,2904875,250828061030,251477244926
2904876,2906923,250950891812,251612404176
2906924,2908971,251073599968,251747418358
2908972,2911019,251196207272,251882309243
2911020,2913067,251318693584,252017056789
2913068,2915115,251441057841,252151659999
2915116,2917163,251563321733,252286140559
2917164,2919211,251685465198,252420478507
2919212,2921259,251807487175,252554672846
2921260,2923307,251929409272,252688745179
2923308,2925355,252051211504,252822675620
2925356,2927403,252172892809,252956463175
2927404,2929451,252294474717,253090129363
2929452,2931499,252415937317,253223654374
2931500,2933547,252537279550,253357037216
2933548,2935595,252658522863,253490299324
2935596,2937643,252779647422,253623420967
2937644,2939691,252900652171,253756401153
2939692,2941739,253021558474,253889261234
2941740,2943787,253142346575,254021981556
2943788,2945835,253263015415,254154561128
2945836,2947883,253383586284,254287021220
2947884,2949931,253504039496,254419342252
2949932,2951979,253624373996,254551523238
2951980,2954027,253744610993,254683585364
2954028,2956075,253864730878,254815509125
2956076,2958123,253984732595,254947293538
2958124,2960171,254104637275,255078959706
2960172,2962219,254224425381,255210488201
2962220,2964267,254344095862,255341878039
2964268,2966315,254463669768,255473150244
2966316,2968363,254583127637,255604285462
2968364,2970411,254702468418,255735282710
2970412,2972459,254821713084,255866162932
2972460,2974507,254940842246,255996906848
2974508,2976555,255059854854,256127513479
2976556,2978603,255178771804,256258003684
2978604,2980651,255297573779,256388358261
2980652,2982699,255416259731,256518576229
2982700,2984747,255534850478,256648678371
2984748,2986795,255653326777,256778645556
2986796,2988843,255771687579,256908476806
2988844,2990891,255889953629,257038192823
2990892,2992939,256008105751,257167774550
2992940,2994987,256126142902,257297221012
2994988,2997035,256244085748,257426552830
2997036,2999083,256361915186,257555751020
2999084,3001131,256479630172,257684814609
3001132,3003179,256597251298,257813764140
3003180,3005227,256714759533,257942580701
3005228,3007275,256832153834,258071263320
3007276,3009323,256949454716,258199832463
3009324,3011371,257066643219,258328269289
3011372,3013419,257183718302,258456572827
3013420,3015467,257300700406,258584763467
3015468,3017515,257417570640,258712822438
3017516,3019563,257534327965,258840748773
3019564,3021611,257650992747,258968562782
3021612,3023659,257767546165,259096245767
3023660,3025707,257883987182,259223796761
3025708,3027755,258000336088,259351235999
3027756,3029803,258116574135,259478544853
3029804,3031851,258232700283,259605722356
3031852,3033899,258348734753,259732788669
3033900,3035947,258464658862,259859725234
3035948,3037995,258580471574,259986531085
3037996,3040043,258696193035,260113226307
3040044,3042091,258811804632,260239792412
3042092,3044139,258927305330,260366228436
3044140,3046187,259042715202,260492554388
3046188,3048235,259158015704,260618751850
3048236,3050283,259273205801,260744819860
3050284,3052331,259388305495,260870778350
3052332,3054379,259503296308,260996608973
3054380,3056427,259618177208,261122310768
3056428,3058475,259732968125,261247903594
3058476,3060523,259847650649,261373369169
3060524,3062571,259962223748,261498706538
3062572,3064619,260076707281,261623935482
3064620,3066667,260191082904,261749037791
3066668,3068715,260305349589,261874012508
3068716,3070763,260419527122,261998879343
3070764,3072811,260533597226,262123620152
3072812,3074859,260647558875,262248233981
3074860,3076907,260761431783,262372740466
3076908,3078955,260875197740,262497121531
3078956,3081003,260988855721,262621376223
3081004,3083051,261102425370,262745524106
3083052,3085099,261215888544,262869547170
3085100,3087147,261329244218,262993444465
3087148,3089195,261442511967,263117235481
3089196,3091243,261555673713,263240902277
3091244,3093291,261668728432,263364443902
3093292,3095339,261781695630,263487879776
3095340,3097387,261894557294,263611192023
3097388,3099435,262007312402,263734379694
3099436,3101483,262119980391,263857462138
3101484,3103531,262232543310,263980421544
3103532,3105579,262345000142,264103256966
3105580,3107627,262457370254,264225987680
3107628,3109675,262569635760,264348595943
3109676,3111723,262681795642,264471080808
3111724,3113771,262793869201,264593461482
3113772,3115819,262905838614,264715720286
3115820,3117867,263017702867,264837856276
3117868,3119915,263129481188,264959888588
3119916,3121963,263241155823,265081799607
3121964,3124011,263352725755,265203588393
3124012,3126059,263464210147,265325274009
3126060,3128107,263575591308,265446838906
3128108,3130155,263686868222,265568282145
3130156,3132203,263798059985,265689622721
3132204,3134251,263909148968,265810843149
3134252,3136299,264020134159,265931942489
3136300,3138347,264131034585,266052939669
3138348,3140395,264241832680,266173817267
3140396,3142443,264352527433,266294574346
3142444,3144491,264463137806,266415229763
3144492,3146539,264573646294,266535766161
3146540,3148587,264684051888,266656182604
3148588,3150635,264794373483,266776497882
3150636,3152683,264904593637,266896694698
3152684,3154731,265014711342,267016772121
3154732,3156779,265124745428,267136748869
3156780,3158827,265234678513,267256607713
3158828,3160875,265344509591,267376347718
3160876,3162923,265454257428,267495987540
3162924,3164971,265563904702,267615510007
3164972,3167019,265673450409,267734914190
3167020,3169067,265782913248,267854218674
3169068,3171115,265892275961,267973406352
3171116,3173163,266001537522,268092476295
3173164,3175211,266110716578,268211447021
3175212,3177259,266219795939,268330301486
3177260,3179307,266328774606,268449038762
3179308,3181355,266437671146,268567677301
3181356,3183403,266546468423,268686200118
3183404,3185451,266655165436,268804606289
3185452,3187499,266763780692,268922914198
3187500,3189547,266872297111,269041106924
3189548,3191595,266980713696,269159183541
3191596,3193643,267089048888,269277162370
3193644,3195691,267197285669,269395026549
3195692,3197739,267305423042,269512775155
3197740,3199787,267413479386,269630426443
3199788,3201835,267521437741,269747963610
3201836,3203883,267629297113,269865385736
3203884,3205931,267737075815,269982711010
3205932,3207979,267844756949,270099922690
3207980,3210027,267952339521,270217019858
3210028,3212075,268059841782,270334020637
3212076,3214123,268167246893,270450908346
3214124,3216171,268274553859,270567682067
3216172,3218219,268381780872,270684359860
3218220,3220267,268488911149,270800925102
3220268,3222315,268595943699,270917376878
3222316,3224363,268702896649,271033733183
3224364,3226411,268809753276,271149977454
3226412,3228459,268916512589,271266108777
3228460,3230507,269023192655,271382145084
3230508,3232555,269129776807,271498069869
3232556,3234603,269236264057,271613882221
3234604,3236651,269342672410,271729600008
3236652,3238699,269448985256,271845206783
3238700,3240747,269555201610,271960701637
3240748,3242795,269661339413,272076102373
3242796,3244843,269767382116,272191392606
3244844,3246891,269873328732,272306571424
3246892,3248939,269979197144,272421656571
3248940,3250987,270084970858,272536631716
3250988,3253035,270190648889,272651495953
3253036,3255083,270296249060,272766266961
3255084,3257131,270401754933,272880928467
3257132,3259179,270507165525,272995479566
3259180,3261227,270612498598,273109937876
3261228,3263275,270717737771,273224287181
3263276,3265323,270822882062,273338526578
3265324,3267371,270927949174,273452673621
3267372,3269419,271032922781,273566712154
3269420,3271467,271137801904,273680641274
3271468,3273515,271242604184,273794478474
3273516,3275563,271347313353,273908207654
3275564,3277611,271451928433,274021827913
3277612,3279659,271556467005,274135356683
3279660,3281707,271660912856,274248777921
3281708,3283755,271765265011,274362090727
3283756,3285803,271869540992,274475312473
3285804,3287851,271973724640,274588427170
3287852,3289899,272077814981,274701433921
3289900,3291947,272181829480,274814350037
3291948,3293995,272285752033,274927159586
3293996,3296043,272389581666,275039861672
3296044,3298091,272493335786,275152473545
3298092,3300139,272596998344,275264979330
3300140,3302187,275376688804,275377378131
3302188,3304235,275478661724,275489687139
3304236,3306283,275580545488,275601890533
3306284,3308331,275682339166,275713987421
3308332,3310379,275784059859,275825994934
3310380,3312427,275885691764,275937897304
3312428,3314475,275987233953,276049693642
3314476,3316523,276088703468,276161401019
3316524,3318571,276190084561,276273003723
3318572,3320619,276291376305,276384500865
3320620,3322667,276392595686,276495909458
3322668,3324715,276493727008,276607213844
3324716,3326763,276594769347,276718413136
3326764,3328811,276695739631,276829524288
3328812,3330859,276796622217,276940531697
3330860,3332907,276897416183,277051434477
3332908,3334955,276998138402,277162249523
3334956,3337003,277098773282,277272961286
3337004,3339051,277199319902,277383568882
3339052,3341099,277299795080,277494089148
3341100,3343147,277400183277,277604506588
3343148,3345195,277500483573,277714820321
3345196,3347243,277600712730,277825047124
3347244,3349291,277700855261,277935171558
3349292,3351339,277800910248,278045192739
3351340,3353387,277900894396,278155127390
3353388,3355435,278000792273,278264960123
3355436,3357483,278100602960,278374690056
3357484,3359531,278200343109,278484333856
3359532,3361579,278299997336,278593876187
3361580,3363627,278399564727,278703316169
3363628,3365675,278499061877,278812670411
3365676,3367723,278598473455,278921923629
3367724,3369771,278697798547,279031074947
3369772,3371819,278797053695,279140140916
3371820,3373867,278896223618,279249106305
3373868,3375915,278995307404,279357970238
3375916,3377963,279094321539,279466749211
3377964,3380011,279193250796,279575428045
3380012,3382059,279292094261,279684005865
3382060,3384107,279390868369,279792499112
3384108,3386155,279489557942,279900892656
3386156,3388203,279588162067,280009185627
3388204,3390251,279686697127,280117394408
3390252,3392299,279785147992,280225503922
3392300,3394347,279883513754,280333513299
3394348,3396395,279981810738,280441438867
3396396,3398443,280080023868,280549265602
3398444,3400491,280178152234,280656992633
3400492,3402539,280276212112,280764636234
3402540,3404587,280374188472,280872181432
3404588,3406635,280472080408,280979627357
3406636,3408683,280569904141,281086990230
3408684,3410731,280667644692,281194255125
3410732,3412779,280765301155,281301421178
3412780,3414827,280862889700,281408504551
3414828,3416875,280960395397,281515490373
3416876,3418923,281057817341,281622377777
3418924,3420971,281155171649,281729182874
3420972,3423019,281252443441,281835890841
3423020,3425067,281349631814,281942500815
3425068,3427115,281446752833,282049028851
3427116,3429163,281543791664,282155460176
3429164,3431211,281640747408,282261793928
3431212,3433259,281737636077,282368046110
3433260,3435307,281834442887,282474201998
3435308,3437355,281931166938,282580260732
3437356,3439403,282027824193,282686237468
3439404,3441451,282124399915,282792117426
3441452,3443499,282220893206,282897900641
3443500,3445547,282317319977,283003603009
3445548,3447595,282413665540,283109209906
3447596,3449643,282509928997,283214720473
3449644,3451691,282606126209,283320150556
3451692,3453739,282702242535,283425485576
3453740,3455787,282798277080,283530724680
3455788,3457835,282894245652,283635883657
3457836,3459883,282990133660,283740947979
3459884,3461931,283085940208,283845916794
3461932,3463979,283181681056,283950805840
3463980,3466027,283277341658,284055600636
3466028,3468075,283372921120,284160300331
3468076,3470123,283468435153,284264920611
3470124,3472171,283563869256,284369447044
3472172,3474219,283659222540,284473878780
3474220,3476267,283754510661,284578231455
3476268,3478315,283849719169,284682490682
3478316,3480363,283944847174,284786655615
3480364,3482411,284039910283,284890741836
3482412,3484459,284134894094,284994735008
3484460,3486507,284229797715,285098634285
3486508,3488555,284324636708,285202455198
3488556,3490603,284419396712,285306183459
3490604,3492651,284514076842,285409818221
3492652,3494699,284608692606,285513374965
3494700,3496747,284703229693,285616839449
3496748,3498795,284797687216,285720210830
3498796,3500843,284892080637,285823504537
3500844,3502891,284986395689,285926706376
3502892,3504939,285080631487,286029815504
3504940,3506987,285174803443,286132847299
3506988,3509035,285268897338,286235787615
3509036,3511083,285362912286,286338635609
3511084,3513131,285456863653,286441406612
3513132,3515179,285550737263,286544086521
3515180,3517227,285644532234,286646674497
3517228,3519275,285738263881,286749185818
3519276,3521323,285831918075,286851606431
3521324,3523371,285925493934,286953935495
3523372,3525419,286019006727,287056188241
3525420,3527467,286112442367,287158350660
3527468,3529515,286205799976,287260421914
3529516,3531563,286299094774,287362417183
3531564,3533611,286392312720,287464322505
3533612,3535659,286485452936,287566137043
3535660,3537707,286578530595,287667875928
3537708,3539755,286671531700,287769525243
3539756,3541803,286764455376,287871084153
3541804,3543851,286857316746,287972567741
3543852,3545899,286950101860,288073962132
3545900,3547947,287042809842,288175266497
3547948,3549995,287135455770,288276495865
3549996,3552043,287228025737,288377636412
3552044,3554091,287320518868,288478687305
3554092,3556139,287412950195,288579663529
3556140,3558187,287505305855,288680551301
3558188,3560235,287597584974,288781349792
3560236,3562283,287689802538,288882073938
3562284,3564331,287781944725,288982710001
3564332,3566379,287874010666,289083257153
3566380,3568427,287966015297,289183730282
3568428,3570475,288057944844,289284115694
3570476,3572523,288149798435,289384412564
3572524,3574571,288241590963,289484635730
3574572,3576619,288333308694,289584771545
3576620,3578667,288424950761,289684819182
3578668,3580715,288516532008,289784793435
3580716,3582763,288608038746,289884680698
3582764,3584811,288699470107,289984480148
3584812,3586859,288790840893,290084206530
3586860,3588907,288882137455,290183846282
3588908,3590955,288973358927,290283398582
3590956,3593003,289064520065,290382878129
3593004,3595051,289155607263,290482271404
3595052,3597099,289246619658,290581577588
3597100,3599147,289337571958,290680811331
3599148,3601195,289428450602,290779959158
3601196,3603243,289519254726,290879020252
3603244,3605291,289609998994,290978009215
3605292,3607339,289700669886,291076912616
3607340,3609387,289791266542,291175729640
3609388,3611435,289881803579,291274474842
3611436,3613483,289972267520,291373134834
3613484,3615531,290062657506,291471708802
3615532,3617579,290152988109,291570211256
3617580,3619627,290243245894,291668628851
3619628,3621675,290333430003,291766960772
3621676,3623723,290423554965,291865221485
3623724,3625771,290513607385,291963397687
3625772,3627819,290603586407,292061488565
3627820,3629867,290693506516,292159508538
3629868,3631915,290783354359,292257444345
3631916,3633963,290873129079,292355295177
3633964,3636011,290962845119,292453075406
3636012,3638059,291052489166,292550771814
3638060,3640107,291142060367,292648383591
3640108,3642155,291231573117,292745925065
3642156,3644203,291321014147,292843383061
3644204,3646251,291410382604,292940756770
3646252,3648299,291499692841,293038060474
3648300,3650347,291588931629,293135281040
3650348,3652395,291678098115,293232417661
3652396,3654443,291767206610,293329484574
3654444,3656491,291856243926,293426468686
3656492,3658539,291945209210,293523369194
3658540,3660587,292034116731,293620200289
3660588,3662635,292122953339,293716948920
3662636,3664683,292211718187,293813614283
3664684,3666731,292300425496,293910210528
3666732,3668779,292389062160,294006724643
3668780,3670827,292477627331,294103155826
3670828,3672875,292566135188,294199518182
3672876,3674923,292654572666,294295798742
3674924,3676971,292742938916,294391996704
3676972,3679019,292831248077,294488126128
3679020,3681067,292919487122,294584174087
3681068,3683115,293007655204,294680139780
3683116,3685163,293095766420,294776037225
3685164,3687211,293183807781,294871853532
3687212,3689259,293271778445,294967587905
3689260,3691307,293359692462,295063254315
3691308,3693355,293447536887,295158839916
3693356,3695403,293535310875,295254343910
3695404,3697451,293623028438,295349780227
3697452,3699499,293710676668,295445136060
3699500,3701547,293798254721,295540410613
3701548,3703595,293885776569,295635617773
3703596,3705643,293973229342,295730744771
3705644,3707691,294060612198,295825790815
3707692,3709739,294147939066,295920769747
3709740,3711787,294235197115,296015668840
3711788,3713835,294322385507,296110487301
3713836,3715883,294409518127,296205238931
3715884,3717931,294496582184,296299911041
3717932,3719979,294583576840,296394502842
3719980,3722027,294670515939,296489028090
3722028,3724075,294757386730,296583474136
3724076,3726123,294844188375,296677840192
3726124,3728171,294930934678,296772139972
3728172,3730219,295017612925,296866360867
3730220,3732267,295104222281,296960502091
3732268,3734315,295190776507,297054577313
3734316,3736363,295277262930,297148573966
3736364,3738411,295363680707,297242491262
3738412,3740459,295450043549,297336342832
3740460,3742507,295536338837,297430116145
3742508,3744555,295622565738,297523810416
3744556,3746603,295708737933,297617439234
3746604,3748651,295794842823,297710990105
3748652,3750699,295880879576,297804462247
3750700,3752747,295966861833,297897869207
3752748,3754795,296052777032,297991198530
3754796,3756843,296138624344,298084449434
3756844,3758891,296224417368,298177635426
3758892,3760939,296310143580,298270744089
3760940,3762987,296395802153,298363774643
3762988,3765035,296481406645,298456740552
3765036,3767083,296566944572,298549629438
3767084,3769131,296652415104,298642440523
3769132,3771179,296737831763,298735187229
3771180,3773227,296823182100,298827857217
3773228,3775275,296908465288,298920449710
3775276,3777323,296993694808,299012978089
3777324,3779371,297078858249,299105430053
3779372,3781419,297163954784,299197804826
3781420,3783467,297248997856,299290115749
3783468,3785515,297333975089,299382350558
3785516,3787563,297418885660,299474508479
3787564,3789611,297503742970,299566602811
3789612,3791659,297588534682,299658621329
3791660,3793707,297673259973,299750563260
3793708,3795755,297757932206,299842437187
3795756,3797803,297842539079,299934235432
3797804,3799851,297927079772,300025957287
3799852,3801899,298011567607,300117615970
3801900,3803947,298095990320,300209199329
3803948,3805995,298180347092,300300706592
3805996,3808043,298264651206,300392150938
3808044,3810091,298348890435,300483520252
3810092,3812139,298433063959,300574813762
3812140,3814187,298517185026,300666044609
3814188,3816235,298601241442,300757200712
3816236,3818283,298685232390,300848281305
3818284,3820331,298769171079,300939299485
3820332,3822379,298853045351,301030243211
3822380,3824427,298936854390,301121111715
3824428,3826475,299020611366,301211918058
3826476,3828523,299104304159,301302650232
3828524,3830571,299187931954,301393307474
3830572,3832619,299271507881,301483902802
3832620,3834667,299355019856,301574424248
3834668,3836715,299438467066,301664871047
3836716,3838763,299521862603,301755256181
3838764,3840000,299605194419,301845567716
